physician_npi,name,specialty,sub_specialty,data_source
"FRIESE, JOSHUA",JOSHUA FRIESE,,,Syn
WENDLANDR,WENDLANDR,,,Syn
GOMJA,GOMJA,,,Syn
STIMA,STIMA,,,Syn
VA0080,VA0080,,,Syn
GENTTI,GENTTI,,,Syn
JEN0132,JEN0132,,,Syn
"COMMUNITY,CLINIC",CLINIC COMMUNITY,,,Syn
BOENA,BOENA,,,Syn
HOWAJO,HOWAJO,,,Syn
FISRO,FISRO,,,Syn
KESMI,KESMI,,,Syn
PARNAT,PARNAT,,,Syn
BUNKE,BUNKE,,,Syn
PINRU,PINRU,,,Syn
SAWER,SAWER,,,Syn
NGUCH,NGUCH,,,Syn
BARHHMD,BARHHMD,,,Syn
HAMSA,HAMSA,,,Syn
FLEMROBE,FLEMROBE,,,Syn
DEDIO,DEDIO,,,Syn
IQBAS,IQBAS,,,Syn
SIMOLE,SIMOLE,,,Syn
PANJA,PANJA,,,Syn
NIELLA,NIELLA,,,Syn
PORTERJERE,PORTERJERE,,,Syn
ELKHI,ELKHI,,,Syn
"SHARMA,DR",DR SHARMA,,,Syn
HALPA,HALPA,,,Syn
AM0630,AM0630,,,Syn
SITJO,SITJO,,,Syn
JSAXOUR,JSAXOUR,,,Syn
"LIM,JENNIFER",JENNIFER LIM,,,Syn
BATTAN,BATTAN,,,Syn
MILLK,MILLK,,,Syn
SU0262,SU0262,,,Syn
UDDRA,UDDRA,,,Syn
RORS0001,RORS0001,,,Syn
MONTTA,MONTTA,,,Syn
PAGWI,PAGWI,,,Syn
BRORH,BRORH,,,Syn
PATAN,PATAN,,,Syn
"KETHIREDDY,MALINI",MALINI KETHIREDDY,,,Syn
KIRLY@SMC,KIRLY@SMC,,,Syn
RUSDAN,RUSDAN,,,Syn
ROARO,ROARO,,,Syn
NB93211,NB93211,,,Syn
LIBRO,LIBRO,,,Syn
.SHEEMIC,.SHEEMIC,,,Syn
"LOGAN,HEIGHTS FHC",HEIGHTS FHC LOGAN,,,Syn
AHOLRE,AHOLRE,,,Syn
MCDONNELLB,MCDONNELLB,,,Syn
"SO BAY,HC",HC SO BAY,,,Syn
WILLCH,WILLCH,,,Syn
ADADA,ADADA,,,Syn
CARR,CARR,,,Syn
SGORDON1,SGORDON1,,,Syn
KALMOOSAWI,KALMOOSAWI,,,Syn
MOHAM,MOHAM,,,Syn
RANHO,RANHO,,,Syn
ANDREWSW,ANDREWSW,,,Syn
ROMSBETH,ROMSBETH,,,Syn
JOY0007,JOY0007,,,Syn
KAYAWAQ,KAYAWAQ,,,Syn
NELSONJOSE,NELSONJOSE,,,Syn
SCHMJE,SCHMJE,,,Syn
BREI,BREI,,,Syn
"MURPHY,MD",MURPHY,,,Syn
VV974,VV974,,,Syn
GALACH,GALACH,,,Syn
KRISNA,KRISNA,,,Syn
DOSSNE,DOSSNE,,,Syn
WALTJA,WALTJA,,,Syn
NAROF,NAROF,,,Syn
FRA0053,FRA0053,,,Syn
*ARIAJOSE,*ARIAJOSE,,,Syn
"LIM,CAROLINE",CAROLINE LIM,,,Syn
VM91714,VM91714,,,Syn
RIGRI,RIGRI,,,Syn
LEHRCA,LEHRCA,,,Syn
ISHIKI,ISHIKI,,,Syn
BERKI,BERKI,,,Syn
TUPAV,TUPAV,,,Syn
"TUKAJ,JOANNA 6269140017",JOANNA 6269140017 TUKAJ,,,Syn
FUKAANN,FUKAANN,,,Syn
STEIN,STEIN,,,Syn
SMIME,SMIME,,,Syn
WENTKEV,WENTKEV,,,Syn
DACGA,DACGA,,,Syn
SJACOBS,SJACOBS,,,Syn
SATBE,SATBE,,,Syn
"Lucio-Reincke,Laura MD",Laura Lucio-Reincke MD,,,Syn
LATOJU,LATOJU,,,Syn
MOUHA,MOUHA,,,Syn
SZUIR,SZUIR,,,Syn
PAGRA,PAGRA,,,Syn
SCHASH,SCHASH,,,Syn
COTGE,COTGE,,,Syn
PAUST,PAUST,,,Syn
CLOMAR,CLOMAR,,,Syn
ROBBA,ROBBA,,,Syn
EATALI,EATALI,,,Syn
"DR,LIN",LIN DR,,,Syn
"DR,PETER",PETER DR,,,Syn
"PAVIA,JOSE",JOSE PAVIA,,,Syn
HAMMKA1,HAMMKA1,,,Syn
LAZENBYH,LAZENBYH,,,Syn
"CHEN,LISA",LISA CHEN,,,Syn
GABRAH,GABRAH,,,Syn
JEAMO,JEAMO,,,Syn
LAUMI,LAUMI,,,Syn
MIDWA,MIDWA,,,Syn
BURNKA,BURNKA,,,Syn
KEEN080,KEEN080,,,Syn
SMIBRIA,SMIBRIA,,,Syn
HARRW,HARRW,,,Syn
COOVER,COOVER,,,Syn
CYN1305,CYN1305,,,Syn
FURMA,FURMA,,,Syn
*BEAUPEDRJ,*BEAUPEDRJ,,,Syn
TURNM2,TURNM2,,,Syn
SSHAH1,SSHAH1,,,Syn
BAGSANI,BAGSANI,,,Syn
ESPIJO,ESPIJO,,,Syn
SMITEM,SMITEM,,,Syn
.WAGNJ,.WAGNJ,,,Syn
"FAMHLTH,CENTER OF SD",CENTER OF SD FAMHLTH,,,Syn
KINPA,KINPA,,,Syn
PETEJE,PETEJE,,,Syn
BELGS,BELGS,,,Syn
BELEI,BELEI,,,Syn
SUND,SUND,,,Syn
NCALZADO,NCALZADO,,,Syn
ZFHP01,ZFHP01,,,Syn
.TESFA,.TESFA,,,Syn
HWASA,HWASA,,,Syn
SEFCRY,SEFCRY,,,Syn
AOMBOGO,AOMBOGO,,,Syn
"RIVERA,ROBERT",ROBERT RIVERA,,,Syn
BUMGJU,BUMGJU,,,Syn
MONLIS,MONLIS,,,Syn
WILK,WILK,,,Syn
PASSA,PASSA,,,Syn
ROBERTSCHE,ROBERTSCHE,,,Syn
SCHAN,SCHAN,,,Syn
*SUARJOSEE,*SUARJOSEE,,,Syn
WILBEN,WILBEN,,,Syn
HAKHS,HAKHS,,,Syn
FADOL,FADOL,,,Syn
WORKSA,WORKSA,,,Syn
SADEMA,SADEMA,,,Syn
BECEYMD,BECEYMD,,,Syn
"DR,JAMES",JAMES DR,,,Syn
"BENOWITZ,IRVIN",IRVIN BENOWITZ,,,Syn
BOBRIEN,BOBRIEN,,,Syn
SAXEP,SAXEP,,,Syn
LAXMAM,LAXMAM,,,Syn
AMIAI,AMIAI,,,Syn
COLLINS,COLLINS,,,Syn
VACCC,VACCC,,,Syn
SUPMG,SUPMG,,,Syn
"BAKER,ROBERT",ROBERT BAKER,,,Syn
BJOREMMA,BJOREMMA,,,Syn
MALCHI,MALCHI,,,Syn
RAYAR,RAYAR,,,Syn
TOLISH,TOLISH,,,Syn
BUNWD,BUNWD,,,Syn
BAJSA,BAJSA,,,Syn
ALTRO,ALTRO,,,Syn
.MALLS,.MALLS,,,Syn
DENJO,DENJO,,,Syn
HALLM,HALLM,,,Syn
SHIKE,SHIKE,,,Syn
JONGO,JONGO,,,Syn
HILBRENNER,HILBRENNER,,,Syn
SNEIDA,SNEIDA,,,Syn
GILBPAT,GILBPAT,,,Syn
GROSEANDRE,GROSEANDRE,,,Syn
"ROSE,DANIEL",DANIEL ROSE,,,Syn
JELRO,JELRO,,,Syn
HEAGR,HEAGR,,,Syn
HORJA,HORJA,,,Syn
HAWTSH,HAWTSH,,,Syn
FRITB,FRITB,,,Syn
JOHC,JOHC,,,Syn
BENER,BENER,,,Syn
SLZQM,SLZQM,,,Syn
"Makki,Syed A MD",Syed A Makki MD,,,Syn
"Grabowski, John MD",John Grabowski MD,,,Syn
GOEK,GOEK,,,Syn
RUDTE,RUDTE,,,Syn
"UMMA,DRS",DRS UMMA,,,Syn
NASKH,NASKH,,,Syn
SCHWRI,SCHWRI,,,Syn
HOLD,HOLD,,,Syn
MONRAL,MONRAL,,,Syn
FONAND,FONAND,,,Syn
"HARRIS,MICHAEL",MICHAEL HARRIS,,,Syn
FITZ,FITZ,,,Syn
"DADABHOY,SHAHIDA",SHAHIDA DADABHOY,,,Syn
SERME,SERME,,,Syn
NYHAEL,NYHAEL,,,Syn
JENKLAWR,JENKLAWR,,,Syn
VALJEN,VALJEN,,,Syn
BOYLS,BOYLS,,,Syn
AL860,AL860,,,Syn
BODEMANNST,BODEMANNST,,,Syn
CBROWN,CBROWN,,,Syn
JOHME,JOHME,,,Syn
LANKE,LANKE,,,Syn
MERMA,MERMA,,,Syn
RAJ0007,RAJ0007,,,Syn
KAYJO,KAYJO,,,Syn
FTONYA,FTONYA,,,Syn
MUSHTA,MUSHTA,,,Syn
BOSJEF,BOSJEF,,,Syn
KHAZA,KHAZA,,,Syn
YOUNBA,YOUNBA,,,Syn
GRUEST,GRUEST,,,Syn
MP1225,MP1225,,,Syn
AGG,AGG,,,Syn
AMICHAEL,AMICHAEL,,,Syn
SILCA,SILCA,,,Syn
PHILJE,PHILJE,,,Syn
GREELY,GREELY,,,Syn
"GUZMAN,BENNY J",BENNY J GUZMAN,,,Syn
ZAMSE,ZAMSE,,,Syn
PALM,PALM,,,Syn
GUTRA,GUTRA,,,Syn
CLAMI,CLAMI,,,Syn
LEELE,LEELE,,,Syn
PESQUIVE,PESQUIVE,,,Syn
HAQMO,HAQMO,,,Syn
BEAGA,BEAGA,,,Syn
ANDRON,ANDRON,,,Syn
BUSSMA,BUSSMA,,,Syn
CONRCR,CONRCR,,,Syn
CARPR,CARPR,,,Syn
BWILLIAMS5,BWILLIAMS5,,,Syn
DBLAKE,DBLAKE,,,Syn
*GONZMARY,*GONZMARY,,,Syn
GIEBARTH,GIEBARTH,,,Syn
LEESU,LEESU,,,Syn
PARTHIBANV,PARTHIBANV,,,Syn
WRIMI,WRIMI,,,Syn
QUACROBE,QUACROBE,,,Syn
ARMS.20,ARMS.20,,,Syn
MOLSC,MOLSC,,,Syn
JONATHONW,JONATHONW,,,Syn
JOHS,JOHS,,,Syn
ZZZHOPE,ZZZHOPE,,,Syn
STROLA,STROLA,,,Syn
SMITH,SMITH,,,Syn
NUGJU,NUGJU,,,Syn
KXKP03,KXKP03,,,Syn
PAIVRO,PAIVRO,,,Syn
KAHSH,KAHSH,,,Syn
WEAVMA,WEAVMA,,,Syn
HERNVA,HERNVA,,,Syn
GORJO,GORJO,,,Syn
"Katte, Ranga R MD",Ranga R Katte MD,,,Syn
HOLJO,HOLJO,,,Syn
"MCKINNEY,YVONNE",YVONNE MCKINNEY,,,Syn
SCHKA,SCHKA,,,Syn
HAMIMI,HAMIMI,,,Syn
DKIMBERLY,DKIMBERLY,,,Syn
HERERO,HERERO,,,Syn
KANLI,KANLI,,,Syn
DILMAR,DILMAR,,,Syn
"TOLENTINO,MARIA",MARIA TOLENTINO,,,Syn
STOROR,STOROR,,,Syn
HAROROS,HAROROS,,,Syn
MONHO,MONHO,,,Syn
NGUYMA,NGUYMA,,,Syn
LEIJ,LEIJ,,,Syn
WHEEADAM,WHEEADAM,,,Syn
LUCJE,LUCJE,,,Syn
PELRO,PELRO,,,Syn
WILCO,WILCO,,,Syn
PETEJO,PETEJO,,,Syn
SNELMA,SNELMA,,,Syn
GARZRE,GARZRE,,,Syn
LOFTD,LOFTD,,,Syn
BERTJ,BERTJ,,,Syn
COOFI,COOFI,,,Syn
CPATEL,CPATEL,,,Syn
JULKA,JULKA,,,Syn
*FIGUENRI,*FIGUENRI,,,Syn
PARK,PARK,,,Syn
CHECH1,CHECH1,,,Syn
MESAL,MESAL,,,Syn
CHANCEJ,CHANCEJ,,,Syn
WILLIAMSBR,WILLIAMSBR,,,Syn
"Matte, Silvana MD",Silvana Matte MD,,,Syn
BENIR,BENIR,,,Syn
BENDDA,BENDDA,,,Syn
BACHME,BACHME,,,Syn
ROB3330,ROB3330,,,Syn
KOPPKAV,KOPPKAV,,,Syn
WHITAS,WHITAS,,,Syn
MYOUNG,MYOUNG,,,Syn
FLOYDMARK,FLOYDMARK,,,Syn
OWENSD,OWENSD,,,Syn
ONEITI,ONEITI,,,Syn
IACCH,IACCH,,,Syn
ZUCKDA,ZUCKDA,,,Syn
SHOTH,SHOTH,,,Syn
GAR0051,GAR0051,,,Syn
JCHEN,JCHEN,,,Syn
GRAROL,GRAROL,,,Syn
GROER,GROER,,,Syn
POUR,POUR,,,Syn
JOER327,JOER327,,,Syn
VALJES,VALJES,,,Syn
HEIDI,HEIDI,,,Syn
LECRO,LECRO,,,Syn
PADWI,PADWI,,,Syn
"PETRUS,DANA",DANA PETRUS,,,Syn
TSAJO,TSAJO,,,Syn
COTJEURMC,COTJEURMC,,,Syn
CASILUISJ,CASILUISJ,,,Syn
CMILLER,CMILLER,,,Syn
MALFA,MALFA,,,Syn
ARSZA,ARSZA,,,Syn
RAMSO,RAMSO,,,Syn
BROASH,BROASH,,,Syn
DAWAL,DAWAL,,,Syn
RZHKY@FPA,RZHKY@FPA,,,Syn
YAMADE,YAMADE,,,Syn
"EAST VALLEY,COMM HEALTH",COMM HEALTH EAST VALLEY,,,Syn
VILRG,VILRG,,,Syn
MERGE,MERGE,,,Syn
MARIRI,MARIRI,,,Syn
"THOMAS,ROBERT",ROBERT THOMAS,,,Syn
PHY.MERBA,PHY.MERBA,,,Syn
CAVCA,CAVCA,,,Syn
GARDO,GARDO,,,Syn
MANSO,MANSO,,,Syn
"FAMILYHEALTH,CENTER OF SD",CENTER OF SD FAMILYHEALTH,,,Syn
LANJU,LANJU,,,Syn
SMEP01,SMEP01,,,Syn
MITCBR,MITCBR,,,Syn
"ANDERSON,ERIC",ERIC ANDERSON,,,Syn
PALMERB,PALMERB,,,Syn
SISTDO,SISTDO,,,Syn
BODEMANNDI,BODEMANNDI,,,Syn
KOCD,KOCD,,,Syn
RAVLA,RAVLA,,,Syn
CARRA,CARRA,,,Syn
"TSAI,DARYL",DARYL TSAI,,,Syn
CONVERSION,CONVERSION,,,Syn
ABEGE,ABEGE,,,Syn
HOUHMD,HOUHMD,,,Syn
"NGUYEN,JENNIFER",JENNIFER NGUYEN,,,Syn
CRAJA,CRAJA,,,Syn
*ORTERAMON,*ORTERAMON,,,Syn
AJOH,AJOH,,,Syn
CALLEN1,CALLEN1,,,Syn
"GILL,VIVEK S",VIVEK S GILL,,,Syn
TURKTH,TURKTH,,,Syn
JOHNB,JOHNB,,,Syn
GUERTIMO,GUERTIMO,,,Syn
"LEE,THOMAS",THOMAS LEE,,,Syn
RIVKA,RIVKA,,,Syn
SS9145,SS9145,,,Syn
SWOPEHEA,SWOPEHEA,,,Syn
HARCH,HARCH,,,Syn
TANDE,TANDE,,,Syn
MIRZMU,MIRZMU,,,Syn
SWEERYAN,SWEERYAN,,,Syn
ROSKA,ROSKA,,,Syn
MAHAVI2,MAHAVI2,,,Syn
AHLUMO,AHLUMO,,,Syn
TARMA,TARMA,,,Syn
WILHO,WILHO,,,Syn
PHY.GARCO,PHY.GARCO,,,Syn
LEWA,LEWA,,,Syn
MEDCAR,MEDCAR,,,Syn
"DR,SHARMA",SHARMA DR,,,Syn
KHUAM,KHUAM,,,Syn
DAV0030,DAV0030,,,Syn
BURTONBRUC,BURTONBRUC,,,Syn
LARRI,LARRI,,,Syn
"SANDERS,MD",SANDERS,,,Syn
BUREGE,BUREGE,,,Syn
*CAMUJOSE,*CAMUJOSE,,,Syn
"WILSON,SAMUEL",SAMUEL WILSON,,,Syn
SOREJU,SOREJU,,,Syn
MICBE,MICBE,,,Syn
REDDCH,REDDCH,,,Syn
HUYTH,HUYTH,,,Syn
KHAFAT,KHAFAT,,,Syn
SILVJOSEE,SILVJOSEE,,,Syn
MCROWELL,MCROWELL,,,Syn
LAJRO,LAJRO,,,Syn
PAYALE,PAYALE,,,Syn
RICMA,RICMA,,,Syn
BOOMI,BOOMI,,,Syn
TAMJO,TAMJO,,,Syn
DANDERS,DANDERS,,,Syn
LILLIGM,LILLIGM,,,Syn
CODY90572,CODY90572,,,Syn
HBUNYARD,HBUNYARD,,,Syn
LONGCU,LONGCU,,,Syn
COHDA,COHDA,,,Syn
"DR,KONCA",KONCA DR,,,Syn
BA6618,BA6618,,,Syn
SPEKA,SPEKA,,,Syn
CHMZB,CHMZB,,,Syn
"DR,SINGH",SINGH DR,,,Syn
PARMO,PARMO,,,Syn
LBLACKWELL,LBLACKWELL,,,Syn
SOLAB,SOLAB,,,Syn
RN91290,RN91290,,,Syn
PURKPA,PURKPA,,,Syn
"CRENSHAW COMM,DRS",DRS CRENSHAW COMM,,,Syn
COV0001,COV0001,,,Syn
ASLAVICO,ASLAVICO,,,Syn
.HUSSN,.HUSSN,,,Syn
REDNAR,REDNAR,,,Syn
YA0001,YA0001,,,Syn
"DiCicco, Erica A DO",Erica A DiCicco DO,,,Syn
WRAAN@CASE,WRAAN@CASE,,,Syn
BERB.20,BERB.20,,,Syn
"GONZALEZ,ANITA",ANITA GONZALEZ,,,Syn
HOTKA,HOTKA,,,Syn
RODBA,RODBA,,,Syn
BADUWI,BADUWI,,,Syn
"SIDDIQUI,KHWAJA A",KHWAJA A SIDDIQUI,,,Syn
STROPA,STROPA,,,Syn
LDAVIS,LDAVIS,,,Syn
DEA0002,DEA0002,,,Syn
VERTH,VERTH,,,Syn
BAZSTE,BAZSTE,,,Syn
SALLI,SALLI,,,Syn
ZORKE,ZORKE,,,Syn
WKUHN,WKUHN,,,Syn
ALIBERAT,ALIBERAT,,,Syn
JEFFREYR,JEFFREYR,,,Syn
JESTES,JESTES,,,Syn
MKASSEM,MKASSEM,,,Syn
KEITH91645,KEITH91645,,,Syn
YARB.20,YARB.20,,,Syn
DIAZ.20,DIAZ.20,,,Syn
"KHALILI,MANOUTCHER",MANOUTCHER KHALILI,,,Syn
BEN0006,BEN0006,,,Syn
GADP,GADP,,,Syn
TFRITZE,TFRITZE,,,Syn
SILSCH,SILSCH,,,Syn
CRUECH,CRUECH,,,Syn
.AKHTH,.AKHTH,,,Syn
JPARK,JPARK,,,Syn
MEYAR,MEYAR,,,Syn
SA0649,SA0649,,,Syn
CHKM,CHKM,,,Syn
TELE,TELE,,,Syn
"Wilhelm, Daniel MD",Daniel Wilhelm MD,,,Syn
RINGMI,RINGMI,,,Syn
VENCAR,VENCAR,,,Syn
ZAPMA,ZAPMA,,,Syn
"NO,PCP PER DAUGHTER",PCP PER DAUGHTER NO,,,Syn
"Scheel, Lisa B  DO",Lisa B Scheel DO,,,Syn
*SANTDWIG,*SANTDWIG,,,Syn
PHY.MARAN,PHY.MARAN,,,Syn
TT93691,TT93691,,,Syn
CAR0850,CAR0850,,,Syn
RODRJOSEA,RODRJOSEA,,,Syn
AGRAY,AGRAY,,,Syn
SCHU,SCHU,,,Syn
MUNRE,MUNRE,,,Syn
KNIJO,KNIJO,,,Syn
CROUCA,CROUCA,,,Syn
MITAJ,MITAJ,,,Syn
GALJAM,GALJAM,,,Syn
GLOTZBACH,GLOTZBACH,,,Syn
POMA,POMA,,,Syn
AM0515,AM0515,,,Syn
EZRES,EZRES,,,Syn
"BROWN,DR",DR BROWN,,,Syn
ISKMA,ISKMA,,,Syn
TRAJO,TRAJO,,,Syn
KILLEND,KILLEND,,,Syn
RENJA,RENJA,,,Syn
ALTSA,ALTSA,,,Syn
"Grady, Jonathan P MD",Jonathan P Grady MD,,,Syn
REGAST,REGAST,,,Syn
CHARI,CHARI,,,Syn
LANKIR,LANKIR,,,Syn
"FAM,HLTH CNTR OF SD",HLTH CNTR OF SD FAM,,,Syn
COLS,COLS,,,Syn
.BARNM,.BARNM,,,Syn
KOLBA,KOLBA,,,Syn
SWATRY,SWATRY,,,Syn
WILLI93023,WILLI93023,,,Syn
MARIMI,MARIMI,,,Syn
HAYSLI,HAYSLI,,,Syn
TRITES,TRITES,,,Syn
BANLE,BANLE,,,Syn
RYAJE,RYAJE,,,Syn
STITES,STITES,,,Syn
LAWLERE,LAWLERE,,,Syn
BERLL,BERLL,,,Syn
"HOLSTEIN,LESTER",LESTER HOLSTEIN,,,Syn
CHURE,CHURE,,,Syn
WIRTTIMO,WIRTTIMO,,,Syn
AMANCH,AMANCH,,,Syn
RAMCA,RAMCA,,,Syn
ASHDUS,ASHDUS,,,Syn
SOCMI,SOCMI,,,Syn
70247,70247,,,Syn
CRABTREES,CRABTREES,,,Syn
CENACJOSEP,CENACJOSEP,,,Syn
ROBOAMY,ROBOAMY,,,Syn
BRAHO,BRAHO,,,Syn
HAYEAM,HAYEAM,,,Syn
JSMITH10,JSMITH10,,,Syn
LUMJE,LUMJE,,,Syn
BLUST,BLUST,,,Syn
NONSF-ACHU,NONSF-ACHU,,,Syn
STAJOS,STAJOS,,,Syn
BOGDR,BOGDR,,,Syn
SAIANK,SAIANK,,,Syn
AR0093,AR0093,,,Syn
HINOST,HINOST,,,Syn
SCOTCR,SCOTCR,,,Syn
BRUNERCH,BRUNERCH,,,Syn
LA MAESTRA FAMILY CLINIC,LA MAESTRA FAMILY CLINIC,,,Syn
ARIAMA,ARIAMA,,,Syn
HOLMRO,HOLMRO,,,Syn
GETR,GETR,,,Syn
*ROSAIVET,*ROSAIVET,,,Syn
QIJIN,QIJIN,,,Syn
GRIDA,GRIDA,,,Syn
MICME,MICME,,,Syn
FAKSA,FAKSA,,,Syn
LANDKE,LANDKE,,,Syn
HAMLI,HAMLI,,,Syn
FRAGR,FRAGR,,,Syn
BJOR.20,BJOR.20,,,Syn
BRIL,BRIL,,,Syn
TALDE,TALDE,,,Syn
GARRI,GARRI,,,Syn
CRUZGUSTA,CRUZGUSTA,,,Syn
SMOUSSLY,SMOUSSLY,,,Syn
"Glapinski, Robert DO",Robert Glapinski DO,,,Syn
BILPAPMG,BILPAPMG,,,Syn
JOHNPAU004,JOHNPAU004,,,Syn
MORLE,MORLE,,,Syn
"Merkler, Michael A MD",Michael A Merkler MD,,,Syn
NEUTH,NEUTH,,,Syn
"WANG,MICHAEL",MICHAEL WANG,,,Syn
NEWSC,NEWSC,,,Syn
HUMAN,HUMAN,,,Syn
SCHRJE2,SCHRJE2,,,Syn
RICEL,RICEL,,,Syn
MIRAVA,MIRAVA,,,Syn
SONMI,SONMI,,,Syn
RIPOSMD,RIPOSMD,,,Syn
GOOAN,GOOAN,,,Syn
ISMITH,ISMITH,,,Syn
BHATAN,BHATAN,,,Syn
"NO,PCP REQ",PCP REQ NO,,,Syn
PALELA,PALELA,,,Syn
BENHE,BENHE,,,Syn
"SHARP,COMMUNITY MED GRP",COMMUNITY MED GRP SHARP,,,Syn
DELLE,DELLE,,,Syn
SCHBI,SCHBI,,,Syn
JG92563,JG92563,,,Syn
SWEMAR,SWEMAR,,,Syn
KW93254,KW93254,,,Syn
KUNMU,KUNMU,,,Syn
APPOV,APPOV,,,Syn
BINA,BINA,,,Syn
SCOTAN1,SCOTAN1,,,Syn
MITCAN,MITCAN,,,Syn
RALEXANDER,RALEXANDER,,,Syn
BARANN,BARANN,,,Syn
BHIKA,BHIKA,,,Syn
COR0051,COR0051,,,Syn
COOPAN,COOPAN,,,Syn
ORTDI,ORTDI,,,Syn
HURJA,HURJA,,,Syn
AB630,AB630,,,Syn
COOKEN,COOKEN,,,Syn
GREKA,GREKA,,,Syn
CENCO,CENCO,,,Syn
NEWYO,NEWYO,,,Syn
GONZJU,GONZJU,,,Syn
MCDKE,MCDKE,,,Syn
BELJEN,BELJEN,,,Syn
AGAGO,AGAGO,,,Syn
WPALOMO,WPALOMO,,,Syn
WESTBU,WESTBU,,,Syn
RL4809,RL4809,,,Syn
CUMME,CUMME,,,Syn
"SHENOY,RANJIT T",RANJIT T SHENOY,,,Syn
CHIJO,CHIJO,,,Syn
HOLKA,HOLKA,,,Syn
MZPKX,MZPKX,,,Syn
VERNOR,VERNOR,,,Syn
ROWECA,ROWECA,,,Syn
CAMZA,CAMZA,,,Syn
.SHAHH,.SHAHH,,,Syn
MARKSA,MARKSA,,,Syn
BROVA,BROVA,,,Syn
CATHJO,CATHJO,,,Syn
BATT.20,BATT.20,,,Syn
BAKED,BAKED,,,Syn
"HSU,TIEN SHENG",TIEN SHENG HSU,,,Syn
WALCH,WALCH,,,Syn
SIMJO,SIMJO,,,Syn
AZADJA,AZADJA,,,Syn
SCHR,SCHR,,,Syn
BARNER,BARNER,,,Syn
HSUSU,HSUSU,,,Syn
RICKE,RICKE,,,Syn
DAYROB,DAYROB,,,Syn
HARJU,HARJU,,,Syn
GC350,GC350,,,Syn
HADNI,HADNI,,,Syn
PHY.KIMLI,PHY.KIMLI,,,Syn
PHY.BAXRY,PHY.BAXRY,,,Syn
WENT.20,WENT.20,,,Syn
KKUREY,KKUREY,,,Syn
WHITTH,WHITTH,,,Syn
JAMEST,JAMEST,,,Syn
COHPH,COHPH,,,Syn
MOOREJR,MOOREJR,,,Syn
"AHN,DAVID S",DAVID S AHN,,,Syn
BADRM,BADRM,,,Syn
ERISA,ERISA,,,Syn
LEWISC,LEWISC,,,Syn
ZZ.COLWO,ZZ.COLWO,,,Syn
PATTONDENI,PATTONDENI,,,Syn
DO0006,DO0006,,,Syn
CHAPA,CHAPA,,,Syn
DILJU,DILJU,,,Syn
UHLMERIC,UHLMERIC,,,Syn
PHY.COOJO,PHY.COOJO,,,Syn
DODB,DODB,,,Syn
BRETAM,BRETAM,,,Syn
SULL.24,SULL.24,,,Syn
LONGS,LONGS,,,Syn
COLKE,COLKE,,,Syn
GUTPA,GUTPA,,,Syn
KELLTR,KELLTR,,,Syn
ELSHT,ELSHT,,,Syn
"BRAHAM,ARLENE F",ARLENE F BRAHAM,,,Syn
*FONSCARL,*FONSCARL,,,Syn
TOBIROBE,TOBIROBE,,,Syn
ZZZPULSE,ZZZPULSE,,,Syn
SHAWMA,SHAWMA,,,Syn
JABROWN,JABROWN,,,Syn
BARNETT,BARNETT,,,Syn
ALCOXT,ALCOXT,,,Syn
BIEMI,BIEMI,,,Syn
DODPA,DODPA,,,Syn
*TORRJOSE,*TORRJOSE,,,Syn
GOJONES,GOJONES,,,Syn
WORGR,WORGR,,,Syn
YEAJA,YEAJA,,,Syn
TIEDNAT,TIEDNAT,,,Syn
"VELASCO,SARA",SARA VELASCO,,,Syn
CHEST,CHEST,,,Syn
JCALDER,JCALDER,,,Syn
*MARTDAVI,*MARTDAVI,,,Syn
"SAFAR,SULA",SULA SAFAR,,,Syn
THOPA,THOPA,,,Syn
THOMPSONGA,THOMPSONGA,,,Syn
GOSAGRAC,GOSAGRAC,,,Syn
TEODA,TEODA,,,Syn
SHOLEE,SHOLEE,,,Syn
OVEDU,OVEDU,,,Syn
CS93431,CS93431,,,Syn
SPEDE,SPEDE,,,Syn
REDD.20,REDD.20,,,Syn
DHOOD,DHOOD,,,Syn
DWANG,DWANG,,,Syn
PALDO,PALDO,,,Syn
HDAYTON,HDAYTON,,,Syn
"Pasia,E N. DO",E N. Pasia DO,,,Syn
WYAK,WYAK,,,Syn
.KHAJM,.KHAJM,,,Syn
TANGSU,TANGSU,,,Syn
KONZAM,KONZAM,,,Syn
REESCH,REESCH,,,Syn
"CALIMLIM,DR",DR CALIMLIM,,,Syn
PHY.WERMA,PHY.WERMA,,,Syn
ROCH.21,ROCH.21,,,Syn
HBOILINI,HBOILINI,,,Syn
RADK,RADK,,,Syn
BOYSA,BOYSA,,,Syn
MONSA,MONSA,,,Syn
CH92240,CH92240,,,Syn
NICHRUSS,NICHRUSS,,,Syn
HEAWIV,HEAWIV,,,Syn
BROLAR,BROLAR,,,Syn
FLINTHILLS,FLINTHILLS,,,Syn
TAYLJO,TAYLJO,,,Syn
BOWMIS,BOWMIS,,,Syn
ROTEL,ROTEL,,,Syn
SANCL,SANCL,,,Syn
DB92504,DB92504,,,Syn
BOJU,BOJU,,,Syn
VERCY,VERCY,,,Syn
"TILLIS,TOYA 9096295067",TOYA 9096295067 TILLIS,,,Syn
ALBK,ALBK,,,Syn
SFLORENCE,SFLORENCE,,,Syn
GRAJOH,GRAJOH,,,Syn
TALSH,TALSH,,,Syn
AHMAMU,AHMAMU,,,Syn
REVEST,REVEST,,,Syn
